"","title","year","imdbid","rating","id"
"3352","Waiting for Guffman",1996,"0118111",3,5786
"3353","A Jin de gushi / Ah Kam, the Stunt woman",1996,"0115485",1,5855
"3354","Stealing Beauty",1996,"0117737",3,5883
"3355","Tenchi Muy&ocirc;! In Love",1996,"0117876",3,5932
"3356","Basquiat",1996,"0115632",2,6074
"3357","Va&#39; dove ti porta il cuore",1996,"0118105",3,6169
"3358","Mystery Science Theater 3000: The Movie",1996,"0117128",1,6441
"3359","Entertaining Angels: The Dorothy Day Story",1996,"0116212",3,6536
"3360","Michael",1996,"0117038",3,6623
"3361","Curdled",1996,"0115994",3,6738
"3362","La belle verte",1996,"0115650",3,6754
"3363","Eraser",1996,"0116213",3,6839
"3364","Twelfth Night or What You Will",1996,"0117991",3,6943
"3365","Funeral, The",1996,"0116378",3,7051
"3366","Sleepers",1996,"0117665",1,7352
"3367","Un air de famille",1996,"0118015",3,7598
"3368","Evita",1996,"0116250",3,7630
"3369","Jack",1996,"0116669",2,7644
"3370","Primal Fear",1996,"0117381",1,7658
"3371","Tremors II: Aftershocks",1996,"0114720",0,7678
"3372","Crucible, The",1996,"0115988",3,7932
"3373","Jerry Maguire",1996,"0116695",2,8008
"3374","Marvin&#39;s Room",1996,"0116999",3,8057
"3375","Sonic the Hedgehog: The Movie",1996,"0237765",0,8124
"3376","Last Man Standing",1996,"0116830",1,8208
"3377","2 Days in the Valley",1996,"0115438",3,8638
"3378","Tin Cup",1996,"0117918",3,9065
"3379","Watermelon Woman, The",1996,"0118125",3,9088
"3380","Mother",1996,"0117091",3,9319
"3381","La lengua asesina",1996,"0116770",3,9457
"3382","Daylight",1996,"0116040",1,9725
"3383","Barb Wire",1996,"0115624",1,9782
"3384","Rollergator",1996,"0207061",3,9790
"3385","Michael Collins",1996,"0117039",1,10042
"3386","Phantom, The",1996,"0117331",3,10098
"3387","Love, etc.",1996,"0116932",1,10805
"3388","Courage Under Fire",1996,"0115956",1,10881
"3389","Happy Gilmore",1996,"0116483",0,10892
"3390","Arrival, The",1996,"0115571",1,11146
"3391","Substitute, The",1996,"0117774",1,11170
"3392","Austin Powers: International Man of Mystery",1997,"0118655",2,5
"3393","Fifth Element, The",1997,"0119116",1,22
"3394","Game, The",1997,"0119174",1,68
"3395","Murder at 1600",1997,"0119731",1,70
"3396","Gattaca",1997,"0119177",1,77
"3397","Men in Black",1997,"0119654",1,83
"3398","Devil&#39;s Advocate, The",1997,"0118971",3,105
"3399","Starship Troopers",1997,"0120201",3,107
"3400","Alien: Resurrection",1997,"0118583",3,297
"3401","Conspiracy Theory",1997,"0118883",2,318
"3402","Mononoke-hime",1997,"0119698",3,326
"3403","Wilde",1997,"0120514",3,343
"3404","Titanic",1997,"0120338",3,345
"3405","Dante's Peak",1997,"0118928",3,424
"3406","Liar Liar",1997,"0119528",1,425
"3407","Flubber",1997,"0119137",2,426
"3408","G.I. Jane",1997,"0119173",3,524
"3409","Con Air",1997,"0118880",2,573
"3410","La vita &egrave; bella",1997,"0118799",0,614
"3411","Good Will Hunting",1997,"0119217",0,623
"3412","Postman, The",1997,"0119925",1,634
"3413","Event Horizon",1997,"0119081",3,662
"3414","Hercules",1997,"0119282",3,729
"3415","Romy and Michelle&#39;s High School Reunion",1997,"0120032",3,754
"3416","Cube",1997,"0123755",3,792
"3417","Contact",1997,"0118884",3,904
"3418","Career Girls",1997,"0118818",1,931
"3419","As Good as It Gets",1997,"0119822",3,936
"3420","Grosse Pointe Blank",1997,"0119229",3,1000
"3421","Batman &amp; Robin",1997,"0118688",2,1026
"3422","Jungle 2 Jungle",1997,"0119432",2,1054
"3423","For Richer or Poorer",1997,"0119142",3,1055
"3424","Air Force One",1997,"0118571",1,1068
"3425","Winter Guest, The",1997,"0120521",3,1409
"3426","Inheritance, The",1997,"0119369",3,1483
"3427","Wild America",1997,"0120512",2,1595
"3428","Funny Games",1997,"0119167",3,1193
"3429","My Best Friend&#39;s Wedding",1997,"0119738",2,1202
"3430","Anastasia",1997,"0118617",3,1218
"3431","Air Bud",1997,"0118570",1,1127
"3432","Good Burger",1997,"0119215",1,1159
"3433","Cinderella",1997,"0128996",3,1584
"3434","Spice World",1997,"0120185",3,1406
"3435","Actrius",1997,"0115462",3,1794
"3436","Taste of Cherry",1997,"0120265",0,1810
"3437","Fierce Creatures",1997,"0119115",1,1816
"3438","Castle, The",1997,"0118826",3,1830
"3439","Clockwatchers",1997,"0118866",3,1900
"3440","Cats Don&#39;t Dance",1997,"0118829",3,1947
"3441","Eve&#39;s Bayou",1997,"0119080",3,2101
"3442","Jackie Brown",1997,"0119396",3,2176
"3443","L.A. Confidential",1997,"0119488",1,2236
"3444","Boogie Nights",1997,"0118749",3,2347
"3445","Volcano",1997,"0120461",3,2395
"3446","Chasing Amy",1997,"0118842",3,2423
"3447","Paradise Road",1997,"0119859",3,2494
"3448","Well, The",1997,"0120493",3,2666
"3449","Vegas Vacation",1997,"0120434",3,3148
"3450","Selena",1997,"0120094",3,3195
"3451","A Simple Wish",1997,"0120133",3,3223
"3452","Chun gwong cha sit (Happy Together)",1997,"0118845",0,3232
"3453","Turbo: A Power Rangers Movie",1997,"0120389",3,3371
"3454","Spawn",1997,"0120177",3,3373
"3455","Kiss the Girls",1997,"0119468",2,3882
"3456","Orgazmo",1997,"0124819",1,3917
"3457","Snow White: A Tale of Terror",1997,"0119227",3,3928
"3458","Mortal Kombat: Annihilation",1997,"0119707",3,4064
"3459","Lost Highway",1997,"0116922",1,4154
"3460","Smilla&#39;s Sense of Snow",1997,"0120152",3,4164
"3461","My Life in Pink ( Ma Vie En Rose )",1997,"0119590",3,4216
"3462","Fever Pitch",1997,"0119114",3,4333
"3463","George of the Jungle",1997,"0119190",3,4360
"3464","Ayneh",1997,"0117056",3,4380
"3465","Ayneh",1997,"0117056",3,4381
"3466","Peacemaker, The",1997,"0119874",3,4383
"3467","In the Company of Men",1997,"0119361",1,4496
"3468","Mrs Dalloway",1997,"0119723",3,4527
"3469","Wrong Guy, The",1997,"0120536",1,4635
"3470","Scream 2",1997,"0120082",3,4643
"3471","I Know What You Did Last Summer",1997,"0119345",3,4657
"3472","I Think I Do",1997,"0125209",3,4932
"3473","La principessa e il povero",1997,"0178844",3,4987
"3474","Le Acrobate",1997,"0118550",3,5058
"3475","Lost World: Jurassic Park, The",1997,"0119567",3,5074
"3476","Neon Genesis Evangelion: The End of Evangelion",1997,"0169858",3,5108
"3477","Free Willy 3: The Rescue",1997,"0119152",1,5136
"3478","Knockin&#39; on Heaven&#39;s Door",1997,"0119472",1,5143
"3479","Picture Perfect",1997,"0119896",3,5172
"3480","Face/Off",1997,"0119094",1,5329
"3481","Soul Food",1997,"0120169",3,5820
"3482","Night Flier, The",1997,"0119784",3,5865
"3483","Tower of Terror",1997,"0131620",3,6071
"3484","Clover",1997,"0124317",3,6204
"3485","Odyssey, The",1997,"0118414",2,6241
"3486","Hardboiled Egg",1997,"0122648",2,6249
"3487","Open Your Eyes",1997,"0125659",1,6691
"3488","House of Yes, The",1997,"0119324",3,6736
"3489","Sticky Fingers of Time, The",1997,"0127302",3,6749
"3490","Fireworks",1997,"0119250",1,6800
"3491","Full Monty, The",1997,"0119164",2,6805
"3492","Cure",1997,"0123948",1,7174
"3493","Pooh&#39;s Grand Adventure: The Search for Christopher Robin",1997,"0119918",0,7371
"3494","A Life Less Ordinary",1997,"0119535",2,7534
"3495","Donnie Brasco",1997,"0119008",1,7627
"3496","Seven Years in Tibet",1997,"0120102",1,7660
"3497","An American Werewolf in Paris",1997,"0118604",1,7675
"3498","Carne tr&eacute;mula [Live Flesh]",1997,"0118819",2,7710
"3499","Csinibaba",1997,"0118906",1,8564
"3500","Gummo",1997,"0119237",3,8800
"3501","Cop Land",1997,"0118887",0,9151
"3502","Lolita",1997,"0119558",3,9220
"3503","Anaconda",1997,"0118615",2,9275
"3504","Mrs. Brown",1997,"0119280",3,9280
"3505","Tomorrow Never Dies",1997,"0120347",1,9336
"3506","Home Alone 3",1997,"0119303",3,9407
"3507","Retroactive",1997,"0117468",2,9989
"3508","In &amp; Out",1997,"0119360",2,10197
"3509","Steel",1997,"0120207",2,10238
"3510","Children of Heaven",1997,"0118849",3,10507
"3511","Borrowers, The",1997,"0118755",3,10686
"3512","Advocate&#39;s Devil, The",1997,"0126774",2,10727
"3513","Killing Secret, The",1997,"0120089",3,10731
"3514","Amistad",1997,"0118607",0,10869
"3515","Nowhere",1997,"0119809",3,10920
"3516","Negotiator, The",1998,"0120768",1,35
"3517","Blade",1998,"0120611",1,42
"3518","Deep Impact",1998,"0120647",3,95
"3519","Future Sport",1998,"0158409",1,127
"3520","Mulan",1998,"0120762",3,157
"3521","Truman Show, The",1998,"0120382",1,165
"3522","Ever After",1998,"0120631",3,216
"3523","Thin Red Line, The",1998,"0120863",1,272
"3524","Strike!",1998,"0120692",3,300
"3525","Opposite of Sex, The",1998,"0120777",3,365
"3526","Wand&acirc;furu raifu",1998,"0165078",3,368
"3527","Rushmore",1998,"0128445",3,404
"3528","Sphere",1998,"0120184",1,446
"3529","Apt Pupil",1998,"0118636",1,460
"3530","Big Lebowski, The",1998,"0118715",1,505
"3531","Fear and Loathing in Las Vegas",1998,"0120669",1,506
"3532","Velvet Goldmine",1998,"0120879",2,516
"3533","Faculty, The",1998,"0133751",3,532
"3534","Wedding Singer, The",1998,"0120888",3,554
"3535","Little Voice",1998,"0147004",3,592
"3536","Gia",1998,"0123865",3,772
"3537","Armageddon",1998,"0120591",1,775
"3538","You&#39;ve Got Mail",1998,"0128853",3,783
"3539","High Art",1998,"0139362",3,789
"3540","Phantoms",1998,"0119891",3,805
"3541","Hideous Kinky",1998,"0136244",3,937
"3542","Red Violin, The",1998,"0120802",3,942
"3543","Happiness",1998,"0147612",3,973
"3544","Show Me Love",1998,"0150662",3,975
"3545","54",1998,"0120577",1,1040
"3546","Star Trek: Insurrection",1998,"0120844",3,1056
"3547","Mask of Zorro, The",1998,"0120746",1,1058
"3548","Six Days Seven Nights",1998,"0120828",1,1069
"3549","Secret of NIMH 2: Timmy to the Rescue, The",1998,"0171725",1,1511
"3550","Dreamlife of Angels, The",1998,"0120449",3,1294
"3551","Practical Magic",1998,"0120791",3,1219
"3552","Pleasantville",1998,"0120789",3,1109
"3553","Man in the Iron Mask, The",1998,"0120744",1,1154
"3554","Saving Private Ryan",1998,"0120815",0,1090
"3555","Parent Trap, The",1998,"0120783",3,1094
"3556","Stepmom",1998,"0120686",3,1553
"3557","Rush Hour",1998,"0120812",1,1392
"3558","Rounders",1998,"0128442",1,1399
"3559","Pi",1998,"0138704",2,1403
"3560","Prince of Egypt, The",1998,"0120794",3,1079
"3561","Lock, Stock and Two Smoking Barrels",1998,"0120735",1,1668
"3562","Your Friends and Neighbors",1998,"0119517",3,1838
"3563","Dark City",1998,"0118929",1,1855
"3564","Shakespeare in Love",1998,"0138097",3,1926
"3565","Quest for Camelot",1998,"0120800",3,1942
"3566","Perfect Blue",1998,"0156887",3,1948
"3567","X Files, The",1998,"0120902",3,2058
"3568","Love &amp; Pop",1998,"0168972",3,2076
"3569","Elizabeth",1998,"0127536",3,2138
"3570","Buffalo &#39;66",1998,"0118789",1,2139
"3571","Run Lola Run",1998,"0130827",3,2191
"3572","A Bug&#39;s Life",1998,"0120623",3,2198
"3573","Godzilla",1998,"0120685",3,2238
"3574","Out of Sight",1998,"0120780",2,2247
"3575","Get Real",1998,"0162973",2,2440
"3576","Primary Colors",1998,"0119942",3,2475
"3577","Idiots, The",1998,"0154421",3,2526
"3578","American History X",1998,"0120586",2,2548
"3579","Dancing at Lughnasa",1998,"0120643",3,2641
"3580","Slums of Beverly Hills",1998,"0120831",3,2681
"3581","Festen (The Celebration)",1998,"0154420",3,2868
"3582","Small Soldiers",1998,"0122718",1,2896
"3583","Dark Harbor",1998,"0129023",1,2912
"3584","SLC Punk!",1998,"0133189",1,3393
"3585","Safe Men",1998,"0120813",0,3035
"3586","Scooby-Doo on Zombie Island",1998,"0166792",3,3447
"3587","Smoke Signals",1998,"0120321",3,3509
"3588","Storm Riders, The",1998,"0165499",1,3552
"3589","Lion King 2: Simba&#39;s Pride, The",1998,"0120131",3,3687
"3590","Mercury Rising",1998,"0120749",1,3791
"3591","BASEketball",1998,"0131857",1,3919
"3592","Disturbing Behavior",1998,"0134619",1,4160
"3593","Vampires (John Carpenter&#39;s)",1998,"0120877",0,4215
"3594","Sliding Doors",1998,"0120148",3,4250
"3595","Last Days of Disco, The",1998,"0120728",3,4357
"3596","Beloved",1998,"0120603",3,4400
"3597","Species II",1998,"0120841",3,4423
"3598","Central Station",1998,"0140888",3,4437
"3599","Glasblasarns barn",1998,"0119204",3,4534
"3600","Hope Floats",1998,"0119313",3,4547
"3601","Proposition, The",1998,"0120108",2,4611
"3602","Bride of Chucky",1998,"0144120",1,4638
"3603","Urban Legend",1998,"0146336",3,4649
"3604","Ring (Ringu)",1998,"0178868",3,4675
"3605","Halloween H20: 20 Years Later",1998,"0120694",3,4709
"3606","Wild Things",1998,"0120890",3,4752
"3607","Black Cat, White Cat",1998,"0118843",3,4787
"3608","Avengers, The",1998,"0118661",3,4817
"3609","Yeogo goedam",1998,"0241073",3,4850
"3610","Enemy of the State",1998,"0120660",1,4955
"3611","Lost in Space",1998,"0120738",3,5060
"3612","There&#39;s Something About Mary",1998,"0129387",3,5183
"3613","Trance (The Eternal)",1998,"0158011",3,5211
"3614","Rasen",1998,"0134928",1,5226
"3615","Dinner Game, The",1998,"0119038",1,5242
"3616","Moby Dick",1998,"0120756",0,5286
"3617","City of Angels",1998,"0120632",3,5369
"3618","Hurlyburly",1998,"0119336",1,5494
"3619","Following",1998,"0154506",0,5715
"3620","Patch Adams",1998,"0129290",3,5744
"3621","Rugrats Movie, The",1998,"0134067",3,5794
"3622","I Still Know What You Did Last Summer",1998,"0130018",3,5844
"3623","Kuch Kuch Hota Hai",1998,"0172684",3,5885
"3624","Vildspor",1998,"0142964",1,6160
"3625","Pecker",1998,"0126604",3,6184
"3626","Ronin",1998,"0122690",1,6339
"3627","Batman &amp; Mr. Freeze: SubZero",1998,"0143127",2,6353
"3628","Lick the Star",1998,"0197626",3,6531
"3629","Waterboy, The",1998,"0120484",2,6591
"3630","Tomorrow Night",1998,"0140627",2,6679
"3631","Last Night",1998,"0156729",1,6718
"3632","Snake Eyes",1998,"0120832",1,6814
"3633","Tango",1998,"0120274",1,6832
"3634","Barrio",1998,"0146468",3,7168
"3635","Celebrity",1998,"0120533",3,7298
"3636","2 seconds",1998,"0158446",3,7384
"3637","Great Expectations",1998,"0119223",1,7635
"3638","Meet Joe Black",1998,"0119643",1,7646
"3639","My Name Is Joe",1998,"0151691",3,7664
"3640","Thursday",1998,"0124901",1,7687
"3641","Lethal Weapon 4",1998,"0122151",1,7893
"3642","Madeline",1998,"0123987",3,8016
"3643","A Perfect Murder",1998,"0120787",3,8041
"3644","Antz",1998,"0120587",3,8088
"3645","Can&#39;t Hardly Wait",1998,"0127723",1,8405
"3646","Kirikou and the Sorceress",1998,"0181627",2,8438
"3647","What Dreams May Come",1998,"0120889",1,8527
"3648","Zimmer Feri",1998,"0134230",2,8565
"3649","Halloweentown",1998,"0173886",3,8682
"3650","Thats 70s Show",1998,"0165598",2,8933
"3651","L&#39;ennui",1998,"0168740",1,9332
"3652","Dangerous Beauty",1998,"0118892",3,9488
"3653","Pocahontas 2: Journey to a New World",1998,"0143808",3,9657
"3654","Next Stop Wonderland",1998,"0119778",3,9874
"3655","Montana",1998,"0119699",0,10058
"3656","Return to Paradise",1998,"0124595",2,10173
"3657","Hard Rain",1998,"0120696",2,10264
"3658","FernGully 2: The Magical Rescue",1998,"0129924",3,10486
"3659","Kite",1998,"0246734",0,10859
"3660","Taxi",1998,"0152930",1,10955
"3661","Doctor Dolittle",1998,"0118998",2,11042
"3662","Barney&#39;s Great Adventure",1998,"0120598",3,11092
"3663","Disembodied",1998,"0225528",3,11117
"3664","Austin Powers: The Spy Who Shagged Me",1999,"0145660",1,6
"3665","Three to Tango",1999,"0144640",1,82
"3666","Office Space",1999,"0151804",1,31
